"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Mountain Biking","MTB","","","","2023-03-24","","7496.10986328125","73","829","202.327"," *03/25/2023 Abigail Snyder: Kept it super chill the first lap, then tried to push mostly tempo the second lap.*","0.753842234611511","2.76200008392334","","71","","110","163","","","0.499723634707849","18.66","41","4","2","0","0","0","","","","","38","6","1","0","0","0","","","","","4","7"
"Mountain Biking","MTB","","","","2023-03-25","","2637.35009765625","101","567","71.466","","0.195862218737602","3.74000000953674","","74","","120","147","","","0.557601857733275","5.86","11","1","0","0","0","0","","","","","8","2","1","1","0","0","","","","","",""
"Mountain Biking","MTB","","","","2023-03-25","","20387.5","184","743","1234.025"," *03/25/2023 Abigail Snyder: So other than almost missing my race because I got it in my head that I started at 1 instead of 11, so showing up 20 minutes till call ups… Course was muddy as expected, though started to dry out in sections as the race went on. Slipped out on a corner in first and third lap (same corner lol), but stuck it in what felt like tempo (rode with computer in my pocket both days) after lap 1 and attempted to just keep smooth, steady, and pushing forward. Finished in 8th and within sight of 7th….just didn’t quite have the gas to catch her.*","1.8685849905014","3.03099989891052","","74","","160","174","","","0.82376394588571","126.13","9","2","16","78","19","0","","","","","43","12","16","19","13","9","","","","","8","5"
"Walking","Walk","","","","2023-03-26","","892.929992675781","","","","","0.26577165722847","0.933000028133392","","54","","85","105","","","0.325541787152479","3.02","16","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Mountain Biking","MTB","","","","2023-03-26","","2328.4599609375","140","323","64.502","","0.127407222986221","5.0770001411438","","78","","","","","","0.564214730041741","3.82","","","","","","","","","","","5","2","1","0","0","0","","","","","",""
"Mountain Biking","MTB","","","","2023-03-26","","2211.3701171875","101","341","39.4","","0.107956670224667","5.69000005722046","","78","","","","","","0.521865442790861","2.73","","","","","","","","","","","5","1","0","0","0","0","","","","","",""
"EASY SPIN - RIDE HOW YOU FEEL","MTB","WORK HOWEVER YOUR FEELING TODAY - IF YOUR FEELING FATIGUED, KEEP IT EASY SPINNING AND SHORTER - IF YOUR FEELING GOOD, WORK INTO EFFORTS - KEEP PLENTY OF EASY SPINNING IN THE MIX - Always warm up into the day checking to see how your feeling in the 140-150 HR ranges - If your feeling good fatigue, then back of for most of the day and keep it easier spinning anywhere in the 130-150 HR ranges - If your feeling good, get into efforts with friends or work hard on a few hills - Work a hard race pace like day if your feeling really good for as long as you would like. Have a fun ride.","2","","2023-03-26","HAVE FUN, IF FEELING TIRED AND FATIGUED, BACK OFF - JUST HAVE A FUN SPIN!","19660.599609375","135","719","690.405"," *03/27/2023 Abigail Snyder: Played on the dirt jumps with the homies for about an hour (including sessioning one of the drops that I’d previously been scared to hit), and then hit the trails. Felt decent, though my back is definitely tight.*","2.77137589454651","1.97099995613098","","78","","116","155","","","0.642872699311272","111.73","128","39","6","0","0","0","","","","","127","14","10","7","5","3","","","","","4","5"
"EverAthlete: RaceWeek Mobility","Strength","","0.583333333333333","","2023-03-27","","0","","","","","0.761100232601166","0","","","","89","108","","","0.545020104011267","24.88","46","0","0","0","0","0","","","","","","","","","","","","","","","",""
"STEADY ENDURANCE","MTB","WORK A STEADY PACE IN THE 140-155 RANGES MAINLY WITH FEW BREAKS - FOCUS ON WORKING SMOOTH AND WITH A NATURAL CADENCE - Warm up and ride into the 120-130HR ranges. Check your bio feedback here. Where is your breath? Where is your PE? How do your legs feel? If you feel good fatigue, add more warm up and back off the ranges for the day- If all is feeling good then spin in the 140-155 HR range for most of the ride today - Add easier spin breaks when needed","3","","2023-03-27","FLUID SPIN, CAN BE LONGER, JUST GO FOR IT - ANY FATIGUE KEEP IT ON THE EASIER SIDE","35011.76953125","151","730","1659.111"," *03/27/2023 Abigail Snyder: Felt pretty decent the first two hours, then sat/stood around for awhile at the start of practice. Rode with kids for the last hour, but that was more stop and start. Back hurt climbing… more tightness, and maybe position on the trail bike as well?*","3.20961308479309","3.02999997138977","","74","","136","169","","","0.720507679488155","164.84","85","65","47","12","0","0","","","","","101","29","26","18","10","9","","","","","6","5"
"Walking","Walk","","","","2023-03-27","","722.859985351563","","","","","0.183738604187965","1.09300005435944","","82","","101","115","","","0.364764255542458","2.59","11","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2023-03-28","","883.030029296875","","","","","0.211222767829895","1.16100001335144","","75","","84","104","","","0.400426755329073","3.61","13","0","0","0","0","0","","","","","","","","","","","","","","","",""
"EverAthlete: RaceWeek Mobility","Strength","","0.583333333333333","","2023-03-29","","0","","",""," *03/29/2023 Abigail Snyder: Cut it short as I just couldn’t drag myself out of bed this morning and ran out of time. Definitely some stiffness in hips and hip flexors, so good to get it in…*","0.383513033390045","0","","","","80","133","","","0.528309069950084","11.57","23","0","0","0","0","0","","","","","","","","","","","","","","","3","5"
"Commute","Bike","","","","2023-03-29","","2225.18994140625","113","318","53.548","","0.129978895187378","4.75500011444092","","71","","","","","","0.495470271109868","3.03","","","","","","","","","","","6","1","1","0","0","0","","","","","",""
"Walking","Walk","","","","2023-03-29","","992.090026855469","","","","","0.256822228431702","1.07299995422363","","70","","73","112","","","0.374311947131897","3.85","15","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Commute","Bike","","","","2023-03-29","","2131.02001953125","78","289","29.564","","0.107157222926617","5.52400016784668","","67","","","","","","0.387272528085382","1.5","","","","","","","","","","","6","0","0","0","0","0","","","","","",""
"STEADY ENDURANCE - TEMPO ON CLIMBS","Bike","GOAL IS TO WORK IN A STEADY FLOW, HR IN THE 145-160 RANGES, WITH FEWER BREAKS - SPIN SMOOTH AND WITH A NATURAL, SLIGHTLY FASTER CADENCE - ON CLIMBS, HOLD TEMPO RANGES BUT KEEP IT THERE - Warm up into the 140's HR and check bio feedback as always, if feeling greater fatigue, higher PE, add more warm up - When feeling good, get into a steady fluid endurance pace today in the 140-155HR ranges - Keep breath deep and tap on the pedals - On all climbs, tempo spin it, 150-160 HR range, as much speed and power but cap HR at 165 - Keep it this simple all day, with fewer breaks.","1.5","","2023-03-29","INDOORS OR OUT, GOAL IS TO WORK THIS RANGE ALL DAY ON CLIMBS, BE FLUID, KEEP IT SIMPLE","32336.240234375","172","779","895.824"," *03/29/2023 Abigail Snyder: Heart rate seemed low in comparison to rpe, but if I am gauging only by feel, felt pretty good. Just seemed slow I guess. Back is still bothering me… chiro appt on Monday.*","1.45395362377167","6.17799997329712","","81","","129","157","","","0.758251574542488","82.98","59","20","13","0","0","0","","","","","37","22","13","7","5","4","","","","","7","7"
"Commute","Bike","","","","2023-03-30","","2543.47998046875","120","317","52.391","","0.13082167506218","5.40100002288818","","73","","","","","","0.508144162215232","3.18","","","","","","","","","","","6","1","0","0","0","0","","","","","",""
"Walking","Walk","","","","2023-03-30","","869.359985351563","","","","","0.214823052287102","1.12399995326996","","79","","89","121","","","0.382253240947882","3.35","13","0","0","0","0","0","","","","","","","","","","","","","","","",""
"JUMPS WITH TEMPO","Bike","WORK INTO SHORT SPRINT/JUMPS, FROM SEATED TO STANDING FOLLOWED WITH TEMPO SPIN - Warm up as usual in the 130-140's HR ranges, if you need more warm up, take it - Then on flats or hills, get into a round a jumps, Start seated, then NUKE it to a standing sprint for 2-3 seconds, then sit and jump/sprint again - Repeat for 3-6 jumps in a row - Don't worry about HR, just work powerful sprints/jumps - Immediately following the jumps, sit and spin into tempo ranges, 150-160 HR for 7-10 plus minutes - You can use power to challenge the range, 240-270 watts but cap HR at 165 - Aim for at least 3-4 of these sessions today - easier/steady fun spin between","1.45","","2023-03-30","NUKE IT FOR THE SHORT EFFORTS, INTO TEMPO, LIKE YOUR CHASING DOWN A FRIEND ON A RIDE!","22314.5390625","160","685","863.918"," *03/30/2023 Abigail Snyder: Felt good today.*","1.49993133544922","4.13299989700317","","77","","141","166","","","0.728382762753043","79.25","41","10","29","16","0","0","","","","","44","17","12","9","4","4","","","","","7","3"
"Gravel Cycling","Bike","","","","2023-03-30","","2207.44995117188","83","338","32.611","","0.10949694365263","5.59999990463257","","69","","","","","","0.423193845007407","1.83","","","","","","","","","","","6","1","0","0","0","0","","","","","",""
"Mountain Biking","MTB","","","","2023-03-30","","10220.8896484375","99","793","446.301"," *03/31/2023 Abigail Snyder: Easy ride with junior team, but bike felt super heavy lol*","1.25878477096558","2.25500011444092","","64","","112","155","","","0.598193631477958","44.72","67","9","1","0","0","0","","","","","55","7","4","3","2","4","","","","","4","7"
"Mountain Biking","MTB","","","","2023-03-30","","3496.169921875","63","659","113.787"," *03/31/2023 Abigail Snyder: Skills sessioning and dirt jumper laps*","1.48789608478546","0.652999997138977","","55","","101","141","","","0.650011787838052","24.16","89","0","0","0","0","0","","","","","84","1","1","1","1","2","","","","","2",""
"Walking","Walk","","","","2023-03-31","","825.75","","","","","0.201742500066757","1.13699996471405","","85","","101","108","","","0.368483174694764","2.91","12","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2023-03-31","","2237.06005859375","","","","","0.104083605110645","5.96999979019165","","","","115","137","","","0.61515819121731","4.13","6","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2023-04-01","","891.440002441406","","","","","0.212376669049263","1.16600000858307","","77","","76","96","","","0.405328358344736","3.72","13","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Gravel Cycling","Bike","","","","2023-04-01","","56545.69921875","165","693","1814.894"," *04/01/2023 Abigail Snyder: Felt super good today, but rode shorter/easier than planned as it was a partner event and my partner was really NOT feeling it.*","3.05976533889771","5.13299989700317","","77","","134","166","","","0.769538228920626","181.02","103","49","38","2","0","0","","","","","82","35","24","20","12","10","","","","","3","3"
"Gravel Cycling","Bike","","","","2023-04-01","","40690.76953125","175","605","1208.658"," *04/01/2023 Abigail Snyder: Got back early and was feeling good so went out solo into the headwind to meet some friends doing the longer distance. Settled it down once I met them, but could have ridden further for sure.*","1.92612385749817","5.86800003051758","","79","","142","169","","","0.769637472225603","113.77","47","34","32","12","0","0","","","","","46","28","17","14","7","4","","","","","4","3"
"Commute","Bike","","","","2023-04-02","","2186.8798828125","","","","","0.116371393203735","5.21999979019165","","","","121","132","","","0.617128404399142","4.65","7","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2023-04-02","","1155.18994140625","","","","","0.366475820541382","0.875999987125397","","48","","102","138","","","0.303991499949428","3.66","22","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Commute","Bike","","","","2023-04-02","","2182.830078125","","","","","0.0955908372998238","6.34299993515015","","","","113","126","","","0.612829661331009","3.76","6","0","0","0","0","0","","","","","","","","","","","","","","","",""
"LONG TEMPO EFFORTS","Bike","FOCUS ON STEADY SPIN IN THE 150-160 RANGE FOR 20-30 MINUTE PERIODS - STEADY EASIER SPINNING BETWEEN EFFORTS - Warm up and ride into the 130 ranges, add a few jumps, get the system going - Check your bio feedback here. When warmed up and ready, choose sections of trail or roads, especially on the hill grades and climbs, and spin mainly seated into the 150-160HR ranges for duration s of 10-20 plus minutes - Power goal can be 250 - 270 PLUS watts, just keep HR under 165 - If you feel good and can work up to 30 min efforts, go for it - Easier, steady spin for between all efforts today, 130-140's HR - Work efforts on and off all day until speed and power drops - If speed or power doesn't drop, work these all day and have fun with it - Remember, push speed and power, keep breath deep and HR in line","2.5","","2023-04-02","WORK THIS RANGE ALL DAY, BE FLUID, HAVE FUN, KEEP IT SIMPLE TODAY","60546.87109375","194","547","1902.578"," *04/02/2023 Abigail Snyder: Didn’t feel like I could get HR up the first part of the ride… thus the 45-min+ warmup before hitting the climb that forced me into tempo. Once I got to tempo, I felt like I could hold steady at 155 all day. Ended up being one long push in tempo rather than 2 or 3 as a result.* *04/03/2023 Abigail Snyder: I may have just had my two best days on the bike ever. Felt like I could have climbed to the moon in a headwind yesterday and even though HR seemed low today, the power was there and I felt better at the end of the ride than when I started. Not as snappy as yesterday, but still strong.*","2.72605180740356","6.17000007629395","","82","","136","160","","","0.798210922177526","173.25","91","35","44","0","0","0","","","","","48","38","36","28","9","5","","","","","6","5"
"Walking","Walk","","","","2023-04-03","","885.650024414063","","","","","0.216093614697456","1.13800001144409","","86","","97","104","","","0.370890139156731","3.17","13","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Mountain Biking","MTB","","","","2023-04-03","","8196.419921875","78","563","424.029","","1.5129222869873","1.50499999523163","","66","","121","156","","","0.641117033517944","61.98","69","18","6","0","0","0","","","","","66","7","6","6","3","2","","","","","",""
"Mountain Biking","MTB","","","","2023-04-03","","3026.22998046875","31","534","36.086","","0.339766085147858","2.47399997711182","","49","","124","153","","","0.350516230365459","4.08","14","6","1","0","0","0","","","","","19","0","0","0","0","0","","","","","",""
"Mountain Biking","MTB","","","","2023-04-03","","17085.509765625","111","667","765.986","","1.92788779735565","2.46199989318848","","69","","123","167","","","0.693768083521623","92.49","85","20","11","5","0","0","","","","","70","15","14","7","4","5","","","","","4","5"
"EverAthlete: RideStrong Strength","Strength","","0.75","","2023-04-04","","0","","","","","0.720591962337494","0","","","","82","112","","","0.52961492733841","22.21","43","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Mountain Biking","MTB","","","","2023-04-04","","2179.830078125","156","497","57.528","","0.103278614580631","5.86299991607666","","75","","","","","","0.602010031406787","3.42","","","","","","","","","","","4","2","1","0","0","0","","","","","",""
"Mountain Biking","MTB","","","","2023-04-04","","2227.11010742188","87","409","35.516","","0.113153330981731","5.46700000762939","","74","","","","","","0.420162439426093","1.85","","","","","","","","","","","6","1","0","0","0","0","","","","","",""
"Walking","Walk","","","","2023-04-04","","862.669982910156","","","","","0.199674442410469","1.20000004768372","","80","","102","109","","","0.408050528824652","3.54","12","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Mountain Biking","MTB","","","","2023-04-04","","2326.15991210938","87","300","54.329","","0.177190274000168","3.6470000743866","","67","","","","","","0.438348428627535","3.22","","","","","","","","","","","9","1","0","0","0","0","","","","","",""
"Cycling","Bike","","","","2023-04-04","","2197.85009765625","","","","","0.102289445698261","5.96799993515015","","","","110","130","","","0.608759420371723","3.98","6","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2023-04-04","","3218.7900390625","","","","","0.91595721244812","0.976000010967255","","55","","91","126","","","0.291052764099873","8.58","55","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2023-04-05","","844.200012207031","","","","","0.194961398839951","1.20299994945526","","78","","89","102","","","0.406313668338604","3.42","12","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Mountain Biking","MTB","","","","2023-04-05","","2096.61010742188","","","","","0.124215833842754","4.68900012969971","","","","114","131","","","0.616776818248839","4.97","7","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Mountain Biking","MTB","","","","2023-04-05","","2168.419921875","99","380","39.216","","0.107561394572258","5.59999990463257","","70","","","","","","0.468739446415437","2.22","","","","","","","","","","","5","1","0","0","0","0","","","","","",""
"TEMPO/SUB LT REPEATS","Bike","START WITH A 5 MIN TEMPO EFFORT, IMMEDIATELY INCREASE INTO SUB LT RANGES FOR AN ADDITIONAL 5 MINUTES, REST FOR 5 MIN AND REPEAT - Warm up as usual into the 130's, checking how you feel - Once fluid and feeling good, spin with slightly more intensity into a tempo effort, 150-160 HR range, as much speed and power as you can, cap HR at 160 - Maintain this for 5 minutes approx, then increase intensity into the sub LT ranges - 160-170 HR range, power goal - 270-290 plus watts - Spin easy gears for about 5 minutes and repeat this once more - Steady spin it between these rounds - maybe try for 2 of these rounds today","1.41666666666667","","2023-04-05","DOESN'T NEED TO BE PERFECT IF OUTSIDE, JUST WORK BOTH RANGES BACK TO BACK ALL DAY","23732.01953125","160","716","883.498"," *04/05/2023 Abigail Snyder: Got 3 repetitions in. HR felt high compared to power, perhaps because its the first 80+ degree day.... or lack of sleep the last few nights. Felt decent regardless.*","1.53826701641083","4.28499984741211","","74","","147","175","","","0.749732869144128","86.03","32","18","19","23","9","0","","","","","42","18","11","10","5","5","","","","","","5"
"EverAthlete: Core","Strength","Complete Ride Strong Strength Cycle A weekly core session.","0.5","","2023-04-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"STEADY ENDURANCE","MTB","WORK A STEADY PACE IN THE 140-155 RANGES MAINLY WITH FEW BREAKS - FOCUS ON WORKING SMOOTH AND WITH A NATURAL CADENCE - Warm up and ride into the 120-130HR ranges. Check your bio feedback here. Where is your breath? Where is your PE? How do your legs feel? If you feel good fatigue, add more warm up and back off the ranges for the day- If all is feeling good then spin in the 140-155 HR range for most of the ride today - Add easier spin breaks when needed","1.5","","2023-04-06","FLUID SPIN, CAN BE LONGER, JUST GO FOR IT","21754.94921875","108","573","709.369"," *04/06/2023 Abigail Snyder: Heart rate seemed high early. Rode for about 40 minutes before practice started; did a techy trail that required a bit of hike a bike but tried to focus on being smooth through the parts I could ride and mentally not getting flustered by getting off the bike. Then rode with the team… their endurance pace, which is a little light for me most of the time…. But it’s all the time I have today. Behind on homework and need to rush home and try to get it done tonight.*","1.99507999420166","3.02900004386902","","70","","125","168","","","0.610211610619514","71.25","82","17","21","4","0","0","","","","","83","14","8","6","4","5","","","","","3","5"
"Walking","Walk","","","","2023-04-06","","985.559997558594","","","","","0.241282507777214","1.13499999046326","","65","","102","113","","","0.412889957515151","4.4","14","0","0","0","0","0","","","","","","","","","","","","","","","",""
"EASY SPIN","Bike","KEEP IT EASY TODAY AND SPIN IN THE 130-150 HR RANGE KEEP IT EASY AND LIGHT AND WORK WITH A NATURAL CADENCE ---- keep today to a steady spin in the 130-150HR ranges where you feel comfortable spinning. No need to push it today.Try to keep 130 HR as a minimum HR range to maintain.","1","0","2023-04-07","EASY PEDAL - EASE INTO THESE WEEKS","10714.5703125","134","236","244.316"," *04/08/2023 Abigail Snyder: Rode the trainer, kept it short and easy. Felt decent though... just not in any mood to push it.*","0.507013618946075","5.86999988555908","","92","","103","117","","","0.477416687776603","11.33","30","0","0","0","0","0","","","","","29","2","0","0","0","0","","","","","",""
"EverAthlete: RideStrong Strength","Strength","","0.75","","2023-04-07","","0","","","","","0.737450301647186","0","","","","89","127","","","0.547736265225627","24.33","44","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2023-04-07","","516.349975585938","","","","","0.122864447534084","1.16700005531311","","66","","109","129","","","0.381046122858065","1.88","7","0","0","0","0","0","","","","","","","","","","","","","","","",""
"ROLLING VO2 EFFORTS - SUB LT LATE","Bike","WITH SPEED, ON SLIGHT UPHILL GRADES, ROLLERS, LONG FLATS, NUKE IT INTO A 10-30 SEC VO2 EFFORTS, SPIN THE LEGS AS FAST AS YOU CAN, STAND AND HAMMER, THEN REST - After warming up today, rode a fun steady pace in the 130-150's with fluid legs, on any terrain - First half of the ride, get to sections where your rolling at faster speeds, able to turn bigger gears with faster leg speed, Start the effort with 3-5 minutes of tempo, THEN stand and nuke it into a 10-30 second all out VO2 effort - Don't worry about HR/power, just nuke it - Power goal can be 600-700 plus watts - If you feel good you can extend the efforts up to a minute - Then sit, spin easy, recover fully and roll on until you get to more places to work these efforts - Group efforts together in a set when you can, sets of 2-4 are good - Try to work at least 5-10 plus good efforts today - Keep the spin between all efforts and sets general endurance, 140-150's HR.---END OF RIDE, ADD A FEW SUB LT - 160-170 HR, 260-290 WATTS - EFFORTS, 5-10 MINUTES - IF FEELING GOOD DO MORE","2","","2023-04-08","60-90 MIN INSIDE - IF OUTDOORS, SEEK OUT LONGER CLIMBS AND SPIN FLUID IN THE SUB LT RANGES TODAY","27520.150390625","171","719","1189.683"," *04/08/2023 Abigail Snyder: Nearly puked at the top of the first singletrack climb. From there, felt like I was always on the edge of complete exhaustion.* *04/08/2023 Abigail Snyder: On the singlespeed.*","1.94460141658783","3.93099999427795","","60","","150","176","","","0.851065804094984","140.19","32","22","26","34","11","1","","","","","57","12","12","12","9","15","","","","","8","5"
"Walking","Walk","","","","2023-04-08","","704.210021972656","","","","","0.167883068323135","1.16499996185303","","85","","99","106","","","0.402928848330873","2.89","10","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Commute","Bike","","","","2023-04-09","","2346.73999023438","109","307","55.152","","0.134626105427742","4.84200000762939","","64","","103","122","","","0.467192469592706","2.92","9","0","0","0","0","0","","","","","7","1","0","0","0","0","","","","","",""
"Walking","Walk","","","","2023-04-09","","","","","","","2.34027777777778","","","101","","100","116","","","0.549557990663172","60","50","0","0","0","0","0","","","","","","","","","","","","","","","",""
"LONG TEMPO EFFORTS","Bike","FOCUS ON STEADY SPIN IN THE 150-160 RANGE FOR 20-30 MINUTE PERIODS - STEADY EASIER SPINNING BETWEEN EFFORTS - Warm up and ride into the 130 ranges, add a few jumps, get the system going - Check your bio feedback here. When warmed up and ready, choose sections of trail or roads, especially on the hill grades and climbs, and spin mainly seated into the 150-160HR ranges for duration s of 10-20 plus minutes - Power goal can be 250 - 270 PLUS watts, just keep HR under 165 - If you feel good and can work up to 30 min efforts, go for it - Easier, steady spin for between all efforts today, 130-140's HR - Work efforts on and off all day until speed and power drops - If speed or power doesn't drop, work these all day and have fun with it - Remember, push speed and power, keep breath deep and HR in line","3.5","","2023-04-09","WORK THIS RANGE ALL DAY, BE FLUID, HAVE FUN, KEEP IT SIMPLE TODAY","93523.4921875","172","584","2626.091"," *04/09/2023 Abigail Snyder: Rode with a friend; tried to keep it at tempo on climbs without dropping him too badly. Was dehydrated and likely underfueled by time I got back to town… had been feeling good and wasn’t paying attention to eating. Completely shattered by the end.* *04/10/2023 Abigail Snyder: Also, “fighting” UTI (if one can say that about a bacterial infection that they have not yet taken antibiotics for)…. Whether because of that or just being tired, got home and was no longer functional… ate food and went to bed. Smh.*","4.25921392440796","6.09899997711182","","80","","138","169","","","0.753417604049441","241.33","122","69","70","8","0","0","","","","","104","55","47","30","13","7","","","","","8","5"
"EverAthlete: Core","Strength","Complete Ride Strong Strength Cycle A weekly core session.","0.5","","2023-04-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2023-04-10","","985.169982910156","","","","","0.27651110291481","0.990000009536743","","72","","97","108","","","0.348838419041241","3.61","17","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Mountain Biking","MTB","","","","2023-04-10","","17657.349609375","78","695","740.616"," *04/11/2023 Abigail Snyder: Worked on drops & jumps on the big bike. Made some HUGE forward steps on drops (which was more the fear point than jumps---and also more relevant to my racing). Stoked!*","2.65783143043518","1.84500002861023","","60","","123","161","","","0.582150345559838","89.99","126","28","10","0","0","0","","","","","121","13","10","7","4","4","","","","","",""
"Mountain Biking","MTB","","","","2023-04-10","","20389.0703125","153","770","738.691"," *04/10/2023 Abigail Snyder: Singlespeed. Intervals with the junior team… took the middle group so I wouldn’t have to go full gas. I was surprised to feel as good as I did.*","1.338494181633","4.23099994659424","","74","","136","167","","","0.744070845617853","73.58","48","19","12","6","0","0","","","","","43","10","8","7","5","7","","","","","5","5"
"EverAthlete: RideStrong Strength","Strength","","0.75","","2023-04-11","","0","","","","","0.76288115978241","0","","","","84","110","","","0.536882764952579","24.21","46","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Walking","Walk","","","","2023-04-11","","937.359985351563","","","","","0.22515332698822","1.15600001811981","","77","","100","110","","","0.392532267533559","3.7","14","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Mountain Biking","MTB","","","","2023-04-11","","2365.23999023438","138","349","69.922","","0.141265273094177","4.65100002288818","","79","","","","","","0.566217421402999","4.28","","","","","","","","","","","5","2","1","0","0","0","","","","","",""
"Mountain Biking","MTB","","","","2023-04-11","","2194.67993164063","133","350","52.884","","0.11102332919836","5.49100017547607","","72","","","","","","0.563287831409656","3.28","","","","","","","","","","","4","2","0","0","0","0","","","","","",""
"Commute","MTB","","","","2023-04-12","","2241.669921875","128","383","62.906","","0.135937213897705","4.58099985122681","","79","","","","","","0.557530129524805","3.99","","","","","","","","","","","5","1","1","0","0","0","","","","","",""
"Walking","Walk","","","","2023-04-12","","1002.33001708984","","","","","0.255664736032486","1.08899998664856","","69","","100","111","","","0.382426206870401","4.01","15","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Mountain Biking","MTB","","","","2023-04-12","","2176.919921875","78","361","30.294","","0.107185557484627","5.64200019836426","","81","","","","","","0.39370511001707","1.53","","","","","","","","","","","6","0","0","0","0","0","","","","","",""
"TEMPO INTO SHORT RACE PACE EFFORTS","MTB","STEADY SPIN IT WITH SOME SPEED INTO SHORT RACE PACE EFFORTS TODAY - KEEP LOTS OF EASIER SPIN IN THE MIX - Warm up as always checking how you feel, adding more warm up if needed - Then when ready, get into a steady fluid/tempo spin, 145-160 HR ranges, for 2-3 minutes or until feeling fluid - Once in a fluid pace, NUKE it into a fast race pace effort for 30-60 seconds, like you are trying to gap a rider ahead of you - HR can rise into the 150-160's, but focus on the effort more than HR - Fully recover after these little sessions today for 5-10 minutes spinning easy and fluid - Work a handful of these efforts, 5-10 efforts, group a few close together, space a few apart, depending on how you feel. - Anytime in the ride, add 5-10 minutes of tempo spin, 150-160HR","1.5","","2023-04-12","WORK IN SOME EFFORTS, PREP THE LEGS FOR THIS WEEKEND - ON THE BIKE FOR THIS WEEKEND IF POSSIBLE","23583.919921875","135","600","803.109"," *04/12/2023 Abigail Snyder: Maybe lighter than intended towards the end, but really wanted to hit the drop line at least once to cement it in my brain—and on the hardtail. Felt a little dull to start… and tired before easing off and rolling to the jump/drop lines.*","1.6561541557312","3.95600008964539","","69","","135","173","","","0.738802269819979","90.07","58","14","16","16","1","0","","","","","63","11","7","7","5","8","","","","","5","5"
"Commute","MTB","","","","2023-04-13","","2203.81005859375","120","356","57.957","","0.134984731674194","4.53499984741211","","81","","","","","","0.526157824290945","3.59","","","","","","","","","","","6","1","1","0","0","0","","","","","",""
"EverAthlete: RideStrong Strength","Strength","","0.75","","2023-04-13","","0","","","","","0.81966495513916","0","","","","89","114","","","0.546841660636361","27.02","49","0","0","0","0","0","","","","","","","","","","","","","","","",""
"STEADY ENDURANCE","MTB","WORK A STEADY PACE IN THE 140-155 RANGES MAINLY WITH FEW BREAKS - FOCUS ON WORKING SMOOTH AND WITH A NATURAL CADENCE - Warm up and ride into the 120-130HR ranges. Check your bio feedback here. Where is your breath? Where is your PE? How do your legs feel? If you feel good fatigue, add more warm up and back off the ranges for the day- If all is feeling good then spin in the 140-155 HR range for most of the ride today - Add easier spin breaks when needed","1","","2023-04-13","FLUID SPIN, CAN BE LONGER, JUST GO FOR IT - ANY FATIGUE KEEP IT ON THE EASIER SIDE","7513.10986328125","103","681","234.481"," *04/14/2023 Abigail Snyder: Practice ended up being light, but I felt good on the bike other than hip flexors being super tight all day today.*","0.633704960346222","3.29299998283386","","65","","126","168","","","0.65306322712984","26.69","28","4","4","4","0","0","","","","","26","3","2","2","1","2","","","","","",""
"Walking","Walk","","","","2023-04-13","","863.299987792969","","","","","0.224238887429237","1.06900000572205","","69","","102","118","","","0.366336731368394","3.21","13","0","0","0","0","0","","","","","","","","","","","","","","","",""
